777000673 	戏剧学
777000674 	电影学
777000675 	戏剧影视文学
777000676 	广播电视编导
777000677 	戏剧影视导演
777000678 	戏剧影视美术设计
777000679 	录音艺术
777000680 	播音与主持艺术
777000681 	动画
777000682 	影视摄影与制作
777000683 	美术学
777000684 	绘画
777000685 	雕塑
777000686 	摄影
777000687 	书法学
777000688 	中国画
777000689 	艺术设计学
777000690 	视觉传达设计
777000691 	环境设计
777000692 	产品设计
777000693 	服装与服饰设计
777000694 	公共艺术
777000695 	工艺美术
777000696 	数字媒体艺术
777000697 	艺术与科技
777000698 	马克思主义哲学
777000699 	中国哲学
777000700 	外国哲学
777000701 	美学
777000702 	科学技术哲学
777000703 	政治经济学
777000704 	经济思想史
777000705 	经济史
777000706 	西方经济学
777000707 	世界经济
777000708 	人口、资源与环境经济学
777000709 	国民经济学
777000710 	区域经济学
777000711 	产业经济学
777000712 	国际贸易学
777000713 	劳动经济学
777000714 	数量经济学
777000715 	国防经济
777000716 	法学理论
777000717 	法律史
777000718 	宪法学与行政法学
777000719 	刑法学
777000720 	民商法学
777000721 	诉讼法学
777000722 	经济法学
777000723 	环境与资源保护法学
777000724 	国际法学
777000725 	军事法学
777000726 	政治学理论
777000727 	中外政治制度
777000728 	中共党史
777000729 	国际关系
777000730 	人口学
777000731 	民俗学
777000732 	马克思主义民族理论与政策
777000733 	中国少数民族经济
777000734 	中国少数民族史
777000735 	中国少数民族艺术
777000736 	马克思主义基本原理
777000737 	马克思主义发展史
777000738 	马克思主义中国化研究
777000739 	国外马克思主义研究
777000740 	教育学原理
777000741 	课程与教学论
777000742 	教育史
777000743 	比较教育学
777000744 	学前教育学
777000745 	高等教育学
777000746 	成人教育学
777000747 	职业技术教育学
777000748 	特殊教育学
777000749 	基础心理学
777000750 	发展与教育心理学
777000751 	体育人文社会学
777000752 	体育教育训练学
777000753 	民族传统体育学
777000754 	文艺学
777000755 	语言学及应用语言学
777000756 	汉语言文字学
777000757 	中国古典文献学
777000758 	中国古代文学
777000759 	中国现当代文学
777000760 	比较文学与世界文学
777000761 	英语语言文学
777000762 	俄语语言文学
777000763 	法语语言文学
777000764 	德语语言文学
777000765 	日语语言文学
777000766 	印度语言文学
777000767 	西班牙语语言文学
777000768 	阿拉伯语语言文学
777000769 	欧洲语言文学
777000770 	亚非语言文学
777000771 	外国语言学及应用语言学
777000772 	设计艺术学
777000773 	戏剧戏曲学
777000774 	广播电视艺术学
777000775 	史学理论及史学史
777000776 	考古学及博物馆学
777000777 	历史地理学
777000778 	历史文献学
777000779 	专门史
777000780 	中国古代史
777000781 	中国近现代史
777000782 	基础数学
777000783 	计算数学
777000784 	概率论与数理统计
777000785 	应用数学
777000786 	运筹学与控制论
777000787 	理论物理
777000788 	粒子物理与原子核物理
777000789 	原子与分子物理
777000790 	等离子体物理
777000791 	凝聚态物理
777000792 	光学
777000793 	无线电物理
777000794 	无机化学
777000795 	分析化学
777000796 	有机化学
777000797 	物理化学
777000798 	高分子化学与物理
777000799 	天体物理
777000800 	天体测量与天体力学
777000801 	自然地理学
777000802 	人文地理学
777000803 	地图学与地理信息系统
777000804 	气象学
777000805 	大气物理学与大气环境
777000806 	物理海洋学
777000807 	海洋化学
777000808 	海洋生物学
777000809 	海洋地质
777000810 	固体地球物理学
777000811 	空间物理学
777000812 	矿物学、岩石学、矿床学
777000813 	古生物学与地层学
777000814 	构造地质学
777000815 	第四纪地质学
777000816 	植物学
777000817 	动物学
777000818 	生理学
777000819 	水生生物学
777000820 	微生物学
777000821 	神经生物学
777000822 	遗传学
777000823 	发育生物学
777000824 	细胞生物学
777000825 	生物物理学
777000826 	系统分析与集成
777000827 	一般力学与力学基础
777000828 	固体力学
777000829 	流体力学
777000830 	机械制造及其自动化
777000831 	机械设计及理论
777000832 	精密仪器及机械
777000833 	测试计量技术及仪器
777000834 	材料物理与化学
777000835 	材料学
777000836 	材料加工工程
777000837 	冶金物理化学
777000838 	钢铁冶金
777000839 	有色金属冶金
777000840 	工程热物理
777000841 	热能工程
777000842 	动力机械及工程
777000843 	流体机械及工程
777000844 	制冷及低温工程
777000845 	化工过程机械
777000846 	电机与电器
777000847 	电力系统及其自动化
777000848 	高电压与绝缘技术
777000849 	电力电子与电力传动
777000850 	电工理论与新技术
777000851 	物理电子学
777000852 	电路与系统
777000853 	微电子学与固体电子学
777000854 	电磁场与微波技术
777000855 	通信与信息系统
777000856 	信号与信息处理
777000857 	控制理论与控制工程
777000858 	检测技术与自动化装置
777000859 	系统工程
777000860 	模式识别与智能系统
777000861 	导航、制导与控制
777000862 	计算机系统结构
777000863 	计算机软件与理论
777000864 	计算机应用技术
777000865 	建筑历史与理论
777000866 	建筑设计及其理论
777000867 	城市规划与设计
777000868 	建筑技术科学
777000869 	岩土工程
777000870 	结构工程
777000871 	市政工程
777000872 	供热、供燃气、通风及空调工程
777000873 	防灾减灾工程及防护工程
777000874 	桥梁与隧道工程
777000875 	水文学及水资源
777000876 	水力学及河流动力学
777000877 	水工结构工程
777000878 	港口、海岸及近海工程
777000879 	大地测量学与测量工程
777000880 	摄影测量与遥感
777000881 	地图制图学与地理信息工程
777000882 	化学工程
